8_cell_neg_26	0.001	0.001	0.125	0.001	0	0	1	0	0	0	neg	The  f  !  @  %  ng  idiots  ! 
8_cell_neg_27	0.5	0.001	0.625	0.001	1	0	0	0	0	0	neg	HELLO  COULD  YA  NOT  HAVE  TOLD  ME  SOONER  ?  ?  ? 
8_cell_neg_28	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	and  after  i  spent 
8_cell_neg_29	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	$  50  +  tax  . 
8_cell_neg_30	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	sheesh  ! 
8_cell_neg_31	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	Anyway  back  to  the  phone  review  .  . 
8_cell_neg_32	0.001	0.001	0.25	0.001	0	0	1	0	0	0	neg	the  ringer  is  indeed  low 
8_cell_neg_33	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	as  others  have  reported  here  . 
8_cell_neg_34	0.5	0.001	0.20833333333333331	0.001	0	0	3	0	0	0	neg	Its  so  low  that  if  its  in  my  purse  i  ca  n't  even  hear  it  ! 
8_cell_neg_35	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	WTF  ?  ?  ? 
8_cell_neg_36	0.5	0.001	0.25	0.001	0	0	1	0	0	0	neg	Also  the  battery  life  sucks  ,  no  sooner  does  the  thing  ring  and  the  batteries  at  half  . 
8_cell_neg_37	0.001	0.6	0.001	0.75	1	0	1	0	0	0	neg	It  also  does n't  get  good  service  with  the  VM\/Sprint  network  , 
8_cell_neg_38	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	my  slider  had  xcellent  service  w\/it 
8_cell_neg_39	0.001	0.001	0.625	0.001	1	0	0	0	0	0	neg	despite  everything 
8_cell_neg_40	0.2	0.001	0.125	0.001	0	0	1	0	0	0	neg	and  rarely  if  ever  dropped  calls  . 
8_cell_neg_41	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	So  I  `  ve  had  it  5  days  and  I  'm  considering 
8_cell_neg_42	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	attempting  to  bring  it  back 
8_cell_neg_43	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	where  I  purchased  it  from  . 
8_cell_neg_44	0.35	0.001	0.375	0.125	0	2	2	0	0	1	neg	However  i  do  n't  want  to  buy  an  expensive  phone  from  VM 
8_cell_neg_45	0.001	0.001	0.001	0.25	0	0	0	0	0	1	neg	because  I  'm  seriously  reconsidering  continuing  w\/them  . 
8_cell_neg_46	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	The  way  I  see 
8_cell_neg_47	0.001	0.4	0.001	0.3125	0	0	0	0	1	1	neg	it  VM  leaves  alot  to  be  desired  with  the  quality  of  phones 
8_cell_neg_48	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	they  sell  + 
8_cell_neg_49	0.2	0.001	0.001	0.5	0	0	0	0	1	0	neg	they  are  expensive  . 
8_cell_neg_50	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	I  am  a  lite  user 
8_cell_neg_51	0.1005	0.1005	0.001	0.125	0	0	0	0	0	1	neg	but  if  you  talk  slightly  more  than  usual  you  end  up 
8_cell_neg_52	0.001	0.001	0.25	0.125	0	0	1	0	0	1	neg	feeling  it  wallet  -  wise  . 
8_cell_neg_53	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	Prior  to  these  issues 
8_cell_neg_54	0.2505	0.8	0.625	0.875	1	0	0	1	0	0	neg	I  was  a  happy  VM  customer  but  not  anymore  . 
9_cell_pos_1	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Note  : 
9_cell_pos_2	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  am 
9_cell_pos_3	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	transitioning  from  using  the  Sony  Ericsson  P910i  smartphone 
9_cell_pos_4	0.001	0.2	0.25	0.25	0	0	1	0	1	1	pos	so  my  review  is  based  on  how  well  the  w710i  's  features  work  in  comparison  . 
9_cell_pos_5	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  purchased  this 
9_cell_pos_6	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	because  I  go  to  remote  areas 
9_cell_pos_7	0.2	0.001	0.25	0.25	0	0	1	0	0	1	pos	and  the  P910i  needs  heavy  bandwidth  in  order  for  the  phone  to  function  . 
9_cell_pos_8	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	My  son  's  Z500  would  work  in  areas 
9_cell_pos_9	0.5	0.001	0.625	0.001	1	0	0	0	0	0	pos	my  p910i  would  not  . 
9_cell_pos_10	0.001	0.001	0.001	0.125	0	0	0	0	0	1	pos	Review  is  based  on  1  week  of  usage  . 
9_cell_pos_11	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  `  ve  also  purchased  the  z710i  for  my  son 
9_cell_pos_12	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	and  will  review  that  one  later  . 
9_cell_pos_13	0.001	0.001	0.001	0.375	0	0	0	0	1	0	pos	Strengths  : 
9_cell_pos_14	0.001	0.4	0.001	0.375	0	0	0	0	2	0	pos	\*  Improved  picture  quality  of  2.0  megapixels  vs  .  1.3 
9_cell_pos_15	0.001	0.4	0.001	0.375	0	0	0	0	1	0	pos	\*  Excellent  voice  quality  with  headsets 
9_cell_pos_16	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB-  wired  or  bluetooth  -RRB- 
9_cell_pos_17	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  Text  ,  SMS  ,  MMS 
9_cell_pos_18	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  shortcut  buttons 
9_cell_pos_19	0.001	0.2	0.001	0.001	0	0	0	0	0	0	pos	to  quickly  use  4  of  your  most  used  features 
9_cell_pos_20	0.001	1.0	0.001	0.001	0	0	0	0	0	0	pos	\*  Battery  life  is  outstanding 
9_cell_pos_21	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  mp3  player 
9_cell_pos_22	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  RSS  reader 
9_cell_pos_23	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  Bluetooth  synchronization  of  files 
9_cell_pos_24	0.001	0.2	0.001	0.5	0	0	0	0	1	0	pos	\*  Ability  to  set  up  phone  in  non-english  languages 
9_cell_pos_25	0.001	0.2	0.5	0.5	0	1	0	0	1	0	pos	\*  Ability  to  buy  an  international  SIM  card 
9_cell_pos_26	0.001	0.2	0.001	0.001	0	0	0	0	0	0	pos	to  avoid  extra  fees 
9_cell_pos_27	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	\*  Sync  cord  charges  the  battery 
9_cell_pos_28	0.001	0.001	0.001	0.125	0	0	0	0	0	1	pos	\*  Can  double  as  a  modem  via  bluetooth  or  usb  cable 
9_cell_pos_29	0.2505	0.2	0.25	0.375	0	0	2	0	1	1	pos	-LRB-  if  you  do  n't  have  unlimited  internet  package  be  very  careful 
9_cell_pos_30	0.001	0.2	0.125	0.25	0	0	1	0	0	1	pos	as  they  charge  big  $  $  $  -RRB- 
9_cell_pos_31	0.2	0.001	0.001	0.5	0	0	0	0	1	0	neg	\*  FM  radio  -  reception  is  so-so  in  the  downtown  area 
9_cell_pos_32	0.001	0.001	0.25	0.001	0	0	1	0	0	0	pos	\*  standard  or  flight  mode  option 
9_cell_pos_33	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	to  use  while  on  airplane 
9_cell_pos_34	0.5	0.001	0.625	0.001	1	0	0	0	0	0	pos	\*  Edge  technology  -  my  p10i  did  not  have  this  . 
9_cell_pos_35	0.1005	0.1005	0.001	0.625	0	0	0	1	0	0	pos	I  can  download  email  extremely  quickly  now  !  !  ! 
9_cell_pos_36	0.001	0.001	0.001	0.25	0	0	0	0	0	1	pos	\*  step  counter  &  calories  expended 
9_cell_pos_37	0.001	0.001	0.75	0.125	1	0	0	0	0	1	pos	Neutral  : 
9_cell_pos_38	0.001	0.001	0.5	0.125	0	1	0	0	0	1	pos	\*  The  international  charger  with  an  adapter  for  US  outlets  . 
9_cell_pos_39	0.001	0.001	0.25	0.25	0	0	1	0	0	1	neg	It  is  very  wobbly  in  the  outlet  . 
9_cell_pos_40	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  `  ll  invest  in  a  US  version  . 
9_cell_pos_41	0.4	0.001	0.25	0.125	0	0	1	0	0	1	neg	\*  Inability  to  sync  with  any  computer 
9_cell_pos_42	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	using  Windows  Vista 
9_cell_pos_43	0.001	0.2	0.5	0.25	0	1	0	0	0	1	neg	-LRB-  I  'm  sure  a  workaround  is  coming  -RRB- 
9_cell_pos_44	0.5	0.001	0.25	0.001	0	0	2	0	0	0	pos	\*  I  have  n't  used  the  armband  yet 
9_cell_pos_45	0.001	0.4	0.001	0.4375	0	0	0	0	2	0	pos	but  it  may  improve  the  stepcounter  's  accuracy  . 
9_cell_pos_46	0.001	0.001	0.5	0.001	0	1	0	0	0	0	neg	\*  Others  have  warned  about  holdling  the  phone 
9_cell_pos_47	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	and  interferring  with  the  antenna  , 
9_cell_pos_48	0.2505	0.4	0.25	0.625	0	0	1	1	0	0	pos	I  have  n't  had  a  problem  with  this  . 
9_cell_pos_49	0.5	0.001	0.1875	0.001	0	0	2	0	0	0	pos	\*  Over-the-ear  earbuds  do  n't  fall  out  ! 
9_cell_pos_50	0.001	0.001	0.375	0.001	0	1	0	0	0	0	neg	Weaknesses  : 
9_cell_pos_51	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	\*  Since  I  have  other  Sony  phones  , 
9_cell_pos_52	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  am 
9_cell_pos_53	0.001	0.001	0.25	0.001	0	0	1	0	0	0	neg	disappointed 
9_cell_pos_54	0.001	0.001	0.125	0.125	0	0	1	0	0	1	neg	that  they  have  changed  the  shape  of  the  connection  for  the  sync  and  charger  . 
9_cell_pos_55	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	Translation  , 
9_cell_pos_56	0.5	0.001	0.1875	0.001	0	0	2	0	0	0	neg	you  can  no  longer  use  the  current  chargers  of  the  previous  generation  phones  . 
9_cell_pos_57	0.5	0.001	0.25	0.001	0	0	1	0	0	0	neg	\*  There  is  no  way  to  charge  the  phone 
9_cell_pos_58	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	and  use  the  wired  headset  . 
9_cell_pos_59	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	You  either  listen  to  the  radio  or  charge  the  phone  . 
9_cell_pos_60	0.2505	0.2	0.375	0.4375	1	1	1	0	2	0	neg	\*  You  can  not  use  the  standard  over-the-counter  headsets 
9_cell_pos_61	0.5	0.001	0.25	0.001	0	0	1	0	0	0	neg	because  there  is  no  outlet  for  it  . 
9_cell_pos_62	0.001	0.001	0.25	0.25	0	0	1	0	0	1	neg	\*  Need  to  switch  settings 
9_cell_pos_63	0.001	0.001	0.001	0.125	0	0	0	0	0	1	neg	to  view  more  than  one  email  account 
9_cell_pos_64	0.001	0.001	0.001	0.25	0	0	0	0	0	1	neg	\*  Yet  another  memory  card  format  -LRB-  micro  -RRB-  another  adapter 
9_cell_pos_65	0.001	0.001	0.25	0.25	0	0	1	0	0	1	neg	needed 
9_cell_pos_66	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	\*  Memory  card  only  512mb 
9_cell_pos_67	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	-LRB-  can  purchase  1  or  2gb  -RRB- 
9_cell_pos_68	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	\*  picture  caller  id  only  works 
9_cell_pos_69	0.001	0.001	0.375	0.001	0	1	0	0	0	0	neg	after  you  open  the  phone 
9_cell_pos_70	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	-LRB-  edit  March  21,2007  - 
9_cell_pos_71	0.001	0.001	0.375	0.125	0	1	0	0	0	1	neg	if  you  have  answer  on  open  set  -RRB- 
9_cell_pos_72	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	I  purchased  my  W710i  from  an  internet  company  for  $  254.00 
9_cell_pos_73	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	and  it  was  shipped  directly  from  Hong  Kong  in  2  business  days  . 
9_cell_pos_74	0.2	0.001	0.25	0.25	0	0	1	0	0	1	pos	I  'm  unsure  if  I  can  provide  their  name  here  . 
9_cell_pos_75	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Overall  : 
9_cell_pos_76	0.001	0.4	0.001	0.375	0	0	0	0	1	0	pos	Sony  has  always  produced  quality  products  . 
9_cell_pos_77	0.001	0.6	0.001	0.5	0	0	0	0	1	0	pos	I  love  this  phone 
9_cell_pos_78	0.001	0.6	0.25	0.5	0	0	2	1	0	1	pos	and  it  is  a  very  good  comparison  to  a  SmartPhone  . 
9_cell_pos_79	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	I  do  miss  using  my  styllus  . 
9_cell_pos_80	0.2505	0.8	0.25	0.1875	0	0	2	0	0	2	neg	If  you  do  n't  need  the  bells  and  whistles  of  a  smartphone  ,  go  for  the  Z710i  as  it  is  a  bit  cheaper  but  a  great  contender  . 
9_cell_pos_81	0.001	0.001	0.25	0.125	0	0	1	0	0	1	pos	If  I  could  rate  it  more  than  5  stars  , 
9_cell_pos_82	0.5	0.001	0.25	0.125	0	0	1	0	0	1	pos	I  would  even  though  I  have  n't  tried  all  of  the  features  of  this  phone  . 
9_cell_pos_83	0.001	0.001	0.001	0.5	0	0	0	0	1	0	pos	Buy  it  without  hesitation  ! 
9_cell_pos_84	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	ADDENDUM  March  5  ,  2007 
9_cell_pos_85	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  dropped  the  phone  on  a  tiled  bathroom  floor  . 
9_cell_pos_86	0.001	0.001	0.001	0.001	0	0	0	0	0	0	neg	When  it  hit  ,  the  clip  ,  battery  cover  and  battery 
9_cell_pos_87	0.001	0.001	0.001	0.625	0	0	0	1	0	0	neg	scattered  in  different  directions  on  the  floor  . 
9_cell_pos_88	0.001	1.0	0.125	0.125	0	0	1	0	0	1	pos	Amazingly  ,  the  phone  still  operates  . 
9_cell_pos_89	0.267	0.06733333333333334	0.125	0.2916666666666667	0	0	2	1	0	2	pos	The  damage  is  a  barely  noticeable  mark  on  the  upper  left  of  the  phone  . 
9_cell_pos_90	0.001	0.001	0.125	0.125	0	0	1	0	0	2	pos	A  mark  like  that 
9_cell_pos_91	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	could  happen  in  my  purse  ! 
9_cell_pos_92	0.001	0.001	0.125	0.375	0	0	1	1	0	1	pos	I  am  really  impressed  now 
9_cell_pos_93	0.5	0.001	0.375	0.125	1	0	1	0	0	1	pos	but  hope  I  never  do  that  again  ! 
4_kitchen_pos_1	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	What  an  awesome  product  ! 
4_kitchen_pos_2	0.001	0.4	0.001	0.001	0	0	0	0	0	0	pos	Heavy-duty  and  sturdy  , 
4_kitchen_pos_3	0.5	0.001	0.625	0.001	1	0	0	0	0	0	pos	you  'd  never  know 
4_kitchen_pos_4	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	"it  was  an  ""  assemble-at-home  ""  item  . "
4_kitchen_pos_5	0.001	0.4	0.001	0.375	0	0	0	0	1	0	pos	It  's  a  quality  piece  of  furniture  . 
4_kitchen_pos_6	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	It  's  on  wheels  , 
4_kitchen_pos_7	0.001	0.6	0.001	0.75	0	0	0	1	0	0	pos	which  is  a  good  thing 
4_kitchen_pos_8	0.2	0.001	0.001	0.125	0	0	0	0	0	1	neg	because  it  is  surprisingly  heavy  . 
4_kitchen_pos_9	0.001	0.4	0.001	0.001	0	0	0	0	0	0	pos	Let  's  start  at  the  top  : 
4_kitchen_pos_10	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	The  butcher  block  top  . 
4_kitchen_pos_11	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	It  's  three  inches  thick 
4_kitchen_pos_12	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	and  , 
4_kitchen_pos_13	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	as  such  , 
4_kitchen_pos_14	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	it  is  the  heaviest  part  of  the  entire  kitchen  cart  . 
4_kitchen_pos_15	0.001	0.6	0.125	0.001	0	0	1	0	0	0	pos	It  is  made  of  fine  ,  high-quality  Asian  hardwoods  . 
4_kitchen_pos_16	0.001	0.001	0.25	0.125	0	1	1	0	0	2	pos	The  finish  is  oiled  and  the  manufacturer  recommends  seasoning  it  regularly  with  mineral  oil  . 
4_kitchen_pos_17	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	The  next  is  the  cart  itself  . 
4_kitchen_pos_18	0.001	0.001	0.375	0.001	0	1	0	0	0	0	pos	Immediately  under  the  butcher  block  top  , 
4_kitchen_pos_19	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	"there  is  a  2  "" "
4_kitchen_pos_20	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	deep  drawer  . 
4_kitchen_pos_21	0.001	0.001	0.125	0.25	0	0	1	0	0	1	pos	It  's  large  and  deep  enough 
4_kitchen_pos_22	0.001	0.2	0.375	0.5625	0	1	0	1	1	0	pos	to  accommodate  a  standard  utensil  holder  or  other  items  of  your  choice  . 
4_kitchen_pos_23	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	The  pull  handle  on  the  drawer 
4_kitchen_pos_24	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	is  fashioned  out  of  brushed  chrome  . 
4_kitchen_pos_25	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Beneath  the  drawer  , 
4_kitchen_pos_26	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	there  is  a  shelf  . 
4_kitchen_pos_27	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Surrounding  the  shelf  on  three  sides  are  brushed  chrome  rods  , 
4_kitchen_pos_28	0.001	0.4	0.25	0.001	0	0	1	0	0	0	pos	adding  a  modern  look  . 
4_kitchen_pos_29	0.001	0.001	0.125	0.25	0	0	1	0	1	2	pos	Matching  the  brushed  chrome  are  three  hooks  on  the  right  side  of  the  cart  ,  perfect  for  hanging  larger  utensils  or  pot  holders  . 
4_kitchen_pos_30	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Below  the  shelf  is  a  cabinet  with  two  doors  . 
4_kitchen_pos_31	0.001	0.001	0.125	0.001	0	0	1	0	0	0	pos	The  pull  handles  for  the  doors  also  have  a  brushed  chrome  finish  . 
4_kitchen_pos_32	0.001	0.001	0.125	0.25	0	0	1	0	0	1	pos	The  cabinet  is  large  enough 
4_kitchen_pos_33	0.001	0.001	0.001	0.125	0	0	0	0	0	1	pos	to  hold  an  entire  set  of  dinnerware 
4_kitchen_pos_34	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB-  as  in  my  case 
4_kitchen_pos_35	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	where  I  have  eight  place  settings 
4_kitchen_pos_36	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	that  include  dinner  and  luncheon  plates  ,  fruit  and  soup  bowls  ,  and  more  -RRB-  . 
4_kitchen_pos_37	0.001	0.5	0.001	0.001	0	0	0	0	0	0	pos	Finally  ,  heavy-duty  ,  professional  grade  caster  wheels  support  the  whole  thing  . 
4_kitchen_pos_38	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	The  two  in  the  front  are  locking  . 
4_kitchen_pos_39	0.001	0.6	0.001	0.25	0	0	0	0	0	2	pos	To  prevent  stubbed  toes  ,  the  wheels  can  easily  be  rotated  and  tucked  under  the  unit  . 
4_kitchen_pos_40	0.001	0.2	0.25	0.625	0	0	1	1	0	0	pos	The  easy  to  follow  directions  for  assembly 
4_kitchen_pos_41	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB- 
4_kitchen_pos_42	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	which  are  diagrammed  and  in  English  -RRB- 
4_kitchen_pos_43	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	call 
4_kitchen_pos_44	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	only  for  a  Philips  screwdriver  . 
4_kitchen_pos_45	0.001	0.001	0.5416666666666666	0.25	2	0	1	0	0	2	pos	A  hex  wrench  is  included  for  the  18  hex  bolts  . 
4_kitchen_pos_46	0.001	0.2	0.125	0.25	0	0	1	0	1	1	pos	I  used  an  electric  screwdriver  for  both  the  Philips  screws 
4_kitchen_pos_47	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB-  14  in  all  -RRB- 
4_kitchen_pos_48	0.001	0.001	0.4375	0.25	1	0	1	0	0	1	pos	and  the  hex  bolts 
4_kitchen_pos_49	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB- 
4_kitchen_pos_50	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	after  I  found 
4_kitchen_pos_51	0.001	0.001	0.75	0.25	1	0	0	0	0	1	pos	the  right  sized  hex  tip  for  my  screwdriver  -RRB-  . 
4_kitchen_pos_52	0.001	0.8	0.25	0.5	0	0	1	0	1	0	pos	I  can  happily  report 
4_kitchen_pos_53	0.001	0.5	0.001	0.5	0	0	0	1	0	1	pos	that  all  pieces  fit  together  easily 
4_kitchen_pos_54	0.5	0.001	0.25	0.375	0	0	1	0	1	0	pos	-LRB-  no  struggling  to  match  up  this  piece  with  that  piece  -RRB- 
4_kitchen_pos_55	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	and  all  holes  are  pre-drilled  . 
4_kitchen_pos_56	0.001	0.001	0.25	0.25	0	0	1	0	0	1	pos	The  drawer  requires  assembly  also  . 
4_kitchen_pos_57	0.001	0.001	0.25	0.125	0	0	1	0	0	2	pos	The  runners  for  the  drawer  are  already  attached  ! 
4_kitchen_pos_58	0.001	0.001	0.001	0.375	0	0	0	0	1	0	pos	You  must  put  together  the  front  ,  sides  and  back  of  the  drawer  with  screws 
4_kitchen_pos_59	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	-LRB-  again  ,  all  holes  are  pre-drilled  -RRB-  . 
4_kitchen_pos_60	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	A  word  of  advice 
4_kitchen_pos_61	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	regarding 
4_kitchen_pos_62	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	assembling  the  drawer  : 
4_kitchen_pos_63	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Follow  the  directions 
4_kitchen_pos_64	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	where  it  says 
4_kitchen_pos_65	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	to  put  the  screws  in  only  halfway 
4_kitchen_pos_66	0.001	0.001	0.125	0.125	0	0	1	0	0	1	pos	before  trying  to  attach  the  bottom  of  the  drawer  . 
4_kitchen_pos_67	0.5	0.001	0.4375	0.125	1	0	1	0	0	2	pos	I  made  the  mistake  of  tightening  the  screws  too  much  and  had  trouble 
4_kitchen_pos_68	0.001	0.001	0.125	0.001	0	0	1	0	0	0	pos	sliding  the  bottom  into  the  assembled  front  ,  back  and  sides  . 
4_kitchen_pos_69	0.001	0.001	0.5	0.001	0	1	0	0	0	0	pos	It  's  a  snug  fit  . 
4_kitchen_pos_70	0.001	0.6	0.125	0.25	0	0	1	0	0	1	pos	Once  I  loosened  the  screws  enough  ,  the  bottom  easily  popped  into  place 
4_kitchen_pos_71	0.001	0.2	0.25	0.125	0	0	1	0	0	2	pos	and  I  was  able  to  sock  it  in  securely  by  tightening  the  screws  . 
4_kitchen_pos_72	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	I  have  only  one  other  thing 
4_kitchen_pos_73	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	to  mention  regarding  the  assembly  of  the  entire  cart  : 
4_kitchen_pos_74	0.001	0.001	0.001	0.001	0	0	0	0	0	0	pos	Once  the  body  of  the  cart  is  assembled  and  the  unit  is  standing  upright  , 
