8_cell_neg_45	0.001	0.001	0.001	0.25	neg	because  I  'm  seriously  reconsidering  continuing  w\/them  . 	0.5099579679856576	0.4900420320143424
8_cell_neg_46	0.001	0.001	0.001	0.001	neg	The  way  I  see 	0.508080974588505	0.491919025411495
8_cell_neg_47	0.001	0.4	0.001	0.3125	neg	it  VM  leaves  alot  to  be  desired  with  the  quality  of  phones 	0.3164760645498643	0.6835239354501357
8_cell_neg_48	0.001	0.001	0.001	0.001	neg	they  sell  + 	0.508080974588505	0.491919025411495
8_cell_neg_49	0.2	0.001	0.001	0.5	neg	they  are  expensive  . 	0.6004658224145127	0.3995341775854873
8_cell_neg_50	0.001	0.001	0.001	0.001	neg	I  am  a  lite  user 	0.508080974588505	0.491919025411495
8_cell_neg_51	0.1005	0.1005	0.001	0.125	neg	but  if  you  talk  slightly  more  than  usual  you  end  up 	0.5034138736876634	0.4965861263123365
8_cell_neg_52	0.001	0.001	0.25	0.125	neg	feeling  it  wallet  -  wise  . 	0.5348501711202991	0.46514982887970097
8_cell_neg_53	0.001	0.001	0.001	0.125	neg	Prior  to  these  issues 	0.5090157340060902	0.49098426599390976
8_cell_neg_54	0.2505	0.8	0.625	0.875	neg	I  was  a  happy  VM  customer  but  not  anymore  . 	0.298196391776156	0.701803608223844
9_cell_pos_1	0.001	0.001	0.001	0.001	pos	Note  : 	0.508080974588505	0.491919025411495
9_cell_pos_2	0.001	0.001	0.001	0.001	pos	I  am 	0.508080974588505	0.491919025411495
9_cell_pos_3	0.001	0.001	0.001	0.001	pos	transitioning  from  using  the  Sony  Ericsson  P910i  smartphone 	0.508080974588505	0.491919025411495
9_cell_pos_4	0.001	0.2	0.25	0.25	pos	so  my  review  is  based  on  how  well  the  w710i  's  features  work  in  comparison  . 	0.4350064199641537	0.5649935800358463
9_cell_pos_5	0.001	0.001	0.001	0.001	pos	I  purchased  this 	0.508080974588505	0.491919025411495
9_cell_pos_6	0.001	0.001	0.001	0.001	pos	because  I  go  to  remote  areas 	0.508080974588505	0.491919025411495
9_cell_pos_7	0.2	0.001	0.25	0.25	pos	and  the  P910i  needs  heavy  bandwidth  in  order  for  the  phone  to  function  . 	0.6232641309134619	0.37673586908653806
9_cell_pos_8	0.001	0.001	0.001	0.001	neg	My  son  's  Z500  would  work  in  areas 	0.508080974588505	0.491919025411495
9_cell_pos_9	0.5	0.001	0.625	0.001	pos	my  p910i  would  not  . 	0.7675693030353561	0.23243069696464394
9_cell_pos_10	0.001	0.001	0.001	0.125	pos	Review  is  based  on  1  week  of  usage  . 	0.5090157340060902	0.49098426599390976
9_cell_pos_11	0.001	0.001	0.001	0.001	pos	I  `  ve  also  purchased  the  z710i  for  my  son 	0.508080974588505	0.491919025411495
9_cell_pos_12	0.001	0.001	0.001	0.001	pos	and  will  review  that  one  later  . 	0.508080974588505	0.491919025411495
9_cell_pos_13	0.001	0.001	0.001	0.375	pos	Strengths  : 	0.5109001312166133	0.4890998687833867
9_cell_pos_14	0.001	0.4	0.001	0.375	pos	\*  Improved  picture  quality  of  2.0  megapixels  vs  .  1.3 	0.31688399864750183	0.6831160013524982
9_cell_pos_15	0.001	0.4	0.001	0.375	pos	\*  Excellent  voice  quality  with  headsets 	0.31688399864750183	0.6831160013524982
9_cell_pos_16	0.001	0.001	0.001	0.001	pos	-LRB-  wired  or  bluetooth  -RRB- 	0.508080974588505	0.491919025411495
9_cell_pos_17	0.001	0.001	0.001	0.001	pos	\*  Text  ,  SMS  ,  MMS 	0.508080974588505	0.491919025411495
9_cell_pos_18	0.001	0.001	0.001	0.001	pos	\*  shortcut  buttons 	0.508080974588505	0.491919025411495
9_cell_pos_19	0.001	0.2	0.001	0.001	pos	to  quickly  use  4  of  your  most  used  features 	0.40793121553795997	0.59206878446204
9_cell_pos_20	0.001	1.0	0.001	0.001	pos	\*  Battery  life  is  outstanding 	0.11919601392815826	0.8808039860718417
9_cell_pos_21	0.001	0.001	0.001	0.001	pos	\*  mp3  player 	0.508080974588505	0.491919025411495
9_cell_pos_22	0.001	0.001	0.001	0.001	pos	\*  RSS  reader 	0.508080974588505	0.491919025411495
9_cell_pos_23	0.001	0.001	0.001	0.001	pos	\*  Bluetooth  synchronization  of  files 	0.508080974588505	0.491919025411495
9_cell_pos_24	0.001	0.2	0.001	0.5	pos	\*  Ability  to  set  up  phone  in  non-english  languages 	0.4115713624812034	0.5884286375187966
9_cell_pos_25	0.001	0.2	0.5	0.5	pos	\*  Ability  to  buy  an  international  SIM  card 	0.4625858553691907	0.5374141446308093
9_cell_pos_26	0.001	0.2	0.001	0.001	pos	to  avoid  extra  fees 	0.40793121553795997	0.59206878446204
9_cell_pos_27	0.001	0.001	0.001	0.001	pos	\*  Sync  cord  charges  the  battery 	0.508080974588505	0.491919025411495
9_cell_pos_28	0.001	0.001	0.001	0.125	pos	\*  Can  double  as  a  modem  via  bluetooth  or  usb  cable 	0.5090157340060902	0.49098426599390976
9_cell_pos_29	0.2505	0.2	0.25	0.375	pos	-LRB-  if  you  do  n't  have  unlimited  internet  package  be  very  careful 	0.5482765019319952	0.4517234980680048
9_cell_pos_30	0.001	0.2	0.125	0.25	pos	as  they  charge  big  $  $  $  -RRB- 	0.42227489367754656	0.5777251063224534
9_cell_pos_31	0.2	0.001	0.001	0.5	neg	\*  FM  radio  -  reception  is  so-so  in  the  downtown  area 	0.6004658224145127	0.3995341775854873
9_cell_pos_32	0.001	0.001	0.25	0.001	pos	\*  standard  or  flight  mode  option 	0.5339195604264527	0.4660804395735473
9_cell_pos_33	0.001	0.001	0.001	0.001	pos	to  use  while  on  airplane 	0.508080974588505	0.491919025411495
9_cell_pos_34	0.5	0.001	0.625	0.001	pos	\*  Edge  technology  -  my  p10i  did  not  have  this  . 	0.7675693030353561	0.23243069696464394
9_cell_pos_35	0.1005	0.1005	0.001	0.625	pos	I  can  download  email  extremely  quickly  now  !  !  ! 	0.5071837267269549	0.4928162732730451
9_cell_pos_36	0.001	0.001	0.001	0.25	pos	\*  step  counter  &  calories  expended 	0.5099579679856576	0.4900420320143424
9_cell_pos_37	0.001	0.001	0.75	0.125	pos	Neutral  : 	0.5860304622605053	0.4139695377394948
9_cell_pos_38	0.001	0.001	0.5	0.125	pos	\*  The  international  charger  with  an  adapter  for  US  outlets  . 	0.5606014176922722	0.4393985823077278
9_cell_pos_39	0.001	0.001	0.25	0.25	neg	It  is  very  wobbly  in  the  outlet  . 	0.535788041211891	0.46421195878810895
9_cell_pos_40	0.001	0.001	0.001	0.001	pos	I  `  ll  invest  in  a  US  version  . 	0.508080974588505	0.491919025411495
9_cell_pos_41	0.4	0.001	0.25	0.125	neg	\*  Inability  to  sync  with  any  computer 	0.7029726250355047	0.29702737496449527
9_cell_pos_42	0.001	0.001	0.001	0.001	neg	using  Windows  Vista 	0.508080974588505	0.491919025411495
9_cell_pos_43	0.001	0.2	0.5	0.25	neg	-LRB-  I  'm  sure  a  workaround  is  coming  -RRB- 	0.4607118012461141	0.5392881987538859
9_cell_pos_44	0.5	0.001	0.25	0.001	pos	\*  I  have  n't  used  the  armband  yet 	0.7385937730859151	0.2614062269140848
9_cell_pos_45	0.001	0.4	0.001	0.4375	pos	but  it  may  improve  the  stepcounter  's  accuracy  . 	0.3172922144805117	0.6827077855194883
9_cell_pos_46	0.001	0.001	0.5	0.001	neg	\*  Others  have  warned  about  holdling  the  phone 	0.5596799126564195	0.4403200873435805
9_cell_pos_47	0.001	0.001	0.001	0.001	neg	and  interferring  with  the  antenna  , 	0.508080974588505	0.491919025411495
9_cell_pos_48	0.2505	0.4	0.25	0.625	pos	I  have  n't  had  a  problem  with  this  . 	0.4487715588814102	0.5512284411185898
9_cell_pos_49	0.5	0.001	0.1875	0.001	pos	\*  Over-the-ear  earbuds  do  n't  fall  out  ! 	0.7335439916595886	0.2664560083404114
9_cell_pos_50	0.001	0.001	0.375	0.001	neg	Weaknesses  : 	0.5468310883049206	0.45316891169507945
9_cell_pos_51	0.001	0.001	0.001	0.001	neg	\*  Since  I  have  other  Sony  phones  , 	0.508080974588505	0.491919025411495
9_cell_pos_52	0.001	0.001	0.001	0.001	pos	I  am 	0.508080974588505	0.491919025411495
9_cell_pos_53	0.001	0.001	0.25	0.001	neg	disappointed 	0.5339195604264527	0.4660804395735473
9_cell_pos_54	0.001	0.001	0.125	0.125	neg	that  they  have  changed  the  shape  of  the  connection  for  the  sync  and  charger  . 	0.5218957409289666	0.47810425907103343
9_cell_pos_55	0.001	0.001	0.001	0.001	neg	Translation  , 	0.508080974588505	0.491919025411495
9_cell_pos_56	0.5	0.001	0.1875	0.001	neg	you  can  no  longer  use  the  current  chargers  of  the  previous  generation  phones  . 	0.7335439916595886	0.2664560083404114
9_cell_pos_57	0.5	0.001	0.25	0.001	neg	\*  There  is  no  way  to  charge  the  phone 	0.7385937730859151	0.2614062269140848
9_cell_pos_58	0.001	0.001	0.001	0.001	neg	and  use  the  wired  headset  . 	0.508080974588505	0.491919025411495
9_cell_pos_59	0.001	0.001	0.001	0.001	neg	You  either  listen  to  the  radio  or  charge  the  phone  . 	0.508080974588505	0.491919025411495
9_cell_pos_60	0.2505	0.2	0.375	0.4375	neg	\*  You  can  not  use  the  standard  over-the-counter  headsets 	0.5615814276569993	0.4384185723430008
9_cell_pos_61	0.5	0.001	0.25	0.001	neg	because  there  is  no  outlet  for  it  . 	0.7385937730859151	0.2614062269140848
9_cell_pos_62	0.001	0.001	0.25	0.25	neg	\*  Need  to  switch  settings 	0.535788041211891	0.46421195878810895
9_cell_pos_63	0.001	0.001	0.001	0.125	neg	to  view  more  than  one  email  account 	0.5090157340060902	0.49098426599390976
9_cell_pos_64	0.001	0.001	0.001	0.25	neg	\*  Yet  another  memory  card  format  -LRB-  micro  -RRB-  another  adapter 	0.5099579679856576	0.4900420320143424
9_cell_pos_65	0.001	0.001	0.25	0.25	neg	needed 	0.535788041211891	0.46421195878810895
9_cell_pos_66	0.001	0.001	0.001	0.001	neg	\*  Memory  card  only  512mb 	0.508080974588505	0.491919025411495
9_cell_pos_67	0.001	0.001	0.001	0.001	neg	-LRB-  can  purchase  1  or  2gb  -RRB- 	0.508080974588505	0.491919025411495
9_cell_pos_68	0.001	0.001	0.001	0.001	neg	\*  picture  caller  id  only  works 	0.508080974588505	0.491919025411495
9_cell_pos_69	0.001	0.001	0.375	0.001	neg	after  you  open  the  phone 	0.5468310883049206	0.45316891169507945
9_cell_pos_70	0.001	0.001	0.001	0.001	neg	-LRB-  edit  March  21,2007  - 	0.508080974588505	0.491919025411495
9_cell_pos_71	0.001	0.001	0.375	0.125	neg	if  you  have  answer  on  open  set  -RRB- 	0.5477577552392587	0.4522422447607412
9_cell_pos_72	0.001	0.001	0.001	0.001	neg	I  purchased  my  W710i  from  an  internet  company  for  $  254.00 	0.508080974588505	0.491919025411495
9_cell_pos_73	0.001	0.001	0.001	0.001	neg	and  it  was  shipped  directly  from  Hong  Kong  in  2  business  days  . 	0.508080974588505	0.491919025411495
9_cell_pos_74	0.2	0.001	0.25	0.25	pos	I  'm  unsure  if  I  can  provide  their  name  here  . 	0.6232641309134619	0.37673586908653806
9_cell_pos_75	0.001	0.001	0.001	0.001	pos	Overall  : 	0.508080974588505	0.491919025411495
9_cell_pos_76	0.001	0.4	0.001	0.375	pos	Sony  has  always  produced  quality  products  . 	0.31688399864750183	0.6831160013524982
9_cell_pos_77	0.001	0.6	0.001	0.5	pos	I  love  this  phone 	0.2366301977509555	0.7633698022490445
9_cell_pos_78	0.001	0.6	0.25	0.5	pos	and  it  is  a  very  good  comparison  to  a  SmartPhone  . 	0.255843817524115	0.744156182475885
9_cell_pos_79	0.001	0.001	0.001	0.001	neg	I  do  miss  using  my  styllus  . 	0.508080974588505	0.491919025411495
9_cell_pos_80	0.2505	0.8	0.25	0.1875	neg	If  you  do  n't  need  the  bells  and  whistles  of  a  smartphone  ,  go  for  the  Z710i  as  it  is  a  bit  cheaper  but  a  great  contender  . 	0.262579935901063	0.737420064098937
9_cell_pos_81	0.001	0.001	0.25	0.125	pos	If  I  could  rate  it  more  than  5  stars  , 	0.5348501711202991	0.46514982887970097
9_cell_pos_82	0.5	0.001	0.25	0.125	pos	I  would  even  though  I  have  n't  tried  all  of  the  features  of  this  phone  . 	0.7393152469685362	0.26068475303146377
9_cell_pos_83	0.001	0.001	0.001	0.5	pos	Buy  it  without  hesitation  ! 	0.5118422170112381	0.4881577829887619
9_cell_pos_84	0.001	0.001	0.001	0.001	pos	ADDENDUM  March  5  ,  2007 	0.508080974588505	0.491919025411495
9_cell_pos_85	0.001	0.001	0.001	0.001	pos	I  dropped  the  phone  on  a  tiled  bathroom  floor  . 	0.508080974588505	0.491919025411495
9_cell_pos_86	0.001	0.001	0.001	0.001	neg	When  it  hit  ,  the  clip  ,  battery  cover  and  battery 	0.508080974588505	0.491919025411495
9_cell_pos_87	0.001	0.001	0.001	0.625	neg	scattered  in  different  directions  on  the  floor  . 	0.5127842186840121	0.4872157813159878
9_cell_pos_88	0.001	1.0	0.125	0.125	pos	Amazingly  ,  the  phone  still  operates  . 	0.125126563780946	0.874873436219054
9_cell_pos_89	0.267	0.06733333333333334	0.125	0.2916666666666667	pos	The  damage  is  a  barely  noticeable  mark  on  the  upper  left  of  the  phone  . 	0.6080112213584222	0.3919887786415778
9_cell_pos_90	0.001	0.001	0.125	0.125	pos	A  mark  like  that 	0.5218957409289666	0.47810425907103343
9_cell_pos_91	0.001	0.001	0.001	0.001	pos	could  happen  in  my  purse  ! 	0.508080974588505	0.491919025411495
9_cell_pos_92	0.001	0.001	0.125	0.375	pos	I  am  really  impressed  now 	0.5237769534523282	0.4762230465476718
9_cell_pos_93	0.5	0.001	0.375	0.125	pos	but  hope  I  never  do  that  again  ! 	0.7492094874688686	0.2507905125311313
4_kitchen_pos_1	0.001	0.001	0.001	0.001	pos	What  an  awesome  product  ! 	0.508080974588505	0.491919025411495
4_kitchen_pos_2	0.001	0.4	0.001	0.001	pos	Heavy-duty  and  sturdy  , 	0.3144471372415979	0.6855528627584021
4_kitchen_pos_3	0.5	0.001	0.625	0.001	pos	you  'd  never  know 	0.7675693030353561	0.23243069696464394
4_kitchen_pos_4	0.001	0.001	0.001	0.001	pos	"it  was  an  ""  assemble-at-home  ""  item  . "	0.508080974588505	0.491919025411495
4_kitchen_pos_5	0.001	0.4	0.001	0.375	pos	It  's  a  quality  piece  of  furniture  . 	0.31688399864750183	0.6831160013524982
4_kitchen_pos_6	0.001	0.001	0.001	0.001	pos	It  's  on  wheels  , 	0.508080974588505	0.491919025411495
4_kitchen_pos_7	0.001	0.6	0.001	0.75	pos	which  is  a  good  thing 	0.23799500614124913	0.7620049938587509
4_kitchen_pos_8	0.2	0.001	0.001	0.125	neg	because  it  is  surprisingly  heavy  . 	0.5977492086309083	0.4022507913690917
4_kitchen_pos_9	0.001	0.4	0.001	0.001	pos	Let  's  start  at  the  top  : 	0.3144471372415979	0.6855528627584021
4_kitchen_pos_10	0.001	0.001	0.001	0.001	pos	The  butcher  block  top  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_11	0.001	0.001	0.001	0.001	pos	It  's  three  inches  thick 	0.508080974588505	0.491919025411495
4_kitchen_pos_12	0.001	0.001	0.001	0.001	pos	and  , 	0.508080974588505	0.491919025411495
4_kitchen_pos_13	0.001	0.001	0.001	0.001	pos	as  such  , 	0.508080974588505	0.491919025411495
4_kitchen_pos_14	0.001	0.001	0.001	0.001	pos	it  is  the  heaviest  part  of  the  entire  kitchen  cart  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_15	0.001	0.6	0.125	0.001	pos	It  is  made  of  fine  ,  high-quality  Asian  hardwoods  . 	0.24329056851698705	0.756709431483013
4_kitchen_pos_16	0.001	0.001	0.25	0.125	pos	The  finish  is  oiled  and  the  manufacturer  recommends  seasoning  it  regularly  with  mineral  oil  . 	0.5348501711202991	0.46514982887970097
4_kitchen_pos_17	0.001	0.001	0.001	0.001	pos	The  next  is  the  cart  itself  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_18	0.001	0.001	0.375	0.001	pos	Immediately  under  the  butcher  block  top  , 	0.5468310883049206	0.45316891169507945
4_kitchen_pos_19	0.001	0.001	0.001	0.001	pos	"there  is  a  2  "" "	0.508080974588505	0.491919025411495
4_kitchen_pos_20	0.001	0.001	0.001	0.001	pos	deep  drawer  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_21	0.001	0.001	0.125	0.25	pos	It  's  large  and  deep  enough 	0.5228364281768033	0.4771635718231967
4_kitchen_pos_22	0.001	0.2	0.375	0.5625	pos	to  accommodate  a  standard  utensil  holder  or  other  items  of  your  choice  . 	0.45015615908138007	0.5498438409186199
4_kitchen_pos_23	0.001	0.001	0.001	0.001	pos	The  pull  handle  on  the  drawer 	0.508080974588505	0.491919025411495
4_kitchen_pos_24	0.001	0.001	0.001	0.001	pos	is  fashioned  out  of  brushed  chrome  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_25	0.001	0.001	0.001	0.001	pos	Beneath  the  drawer  , 	0.508080974588505	0.491919025411495
4_kitchen_pos_26	0.001	0.001	0.001	0.001	pos	there  is  a  shelf  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_27	0.001	0.001	0.001	0.001	pos	Surrounding  the  shelf  on  three  sides  are  brushed  chrome  rods  , 	0.508080974588505	0.491919025411495
4_kitchen_pos_28	0.001	0.4	0.25	0.001	pos	adding  a  modern  look  . 	0.3371883038417878	0.6628116961582122
4_kitchen_pos_29	0.001	0.001	0.125	0.25	pos	Matching  the  brushed  chrome  are  three  hooks  on  the  right  side  of  the  cart  ,  perfect  for  hanging  larger  utensils  or  pot  holders  . 	0.5228364281768033	0.4771635718231967
4_kitchen_pos_30	0.001	0.001	0.001	0.001	pos	Below  the  shelf  is  a  cabinet  with  two  doors  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_31	0.001	0.001	0.125	0.001	pos	The  pull  handles  for  the  doors  also  have  a  brushed  chrome  finish  . 	0.520962425694063	0.47903757430593696
4_kitchen_pos_32	0.001	0.001	0.125	0.25	pos	The  cabinet  is  large  enough 	0.5228364281768033	0.4771635718231967
4_kitchen_pos_33	0.001	0.001	0.001	0.125	pos	to  hold  an  entire  set  of  dinnerware 	0.5090157340060902	0.49098426599390976
4_kitchen_pos_34	0.001	0.001	0.001	0.001	pos	-LRB-  as  in  my  case 	0.508080974588505	0.491919025411495
4_kitchen_pos_35	0.001	0.001	0.001	0.001	pos	where  I  have  eight  place  settings 	0.508080974588505	0.491919025411495
4_kitchen_pos_36	0.001	0.001	0.001	0.001	pos	that  include  dinner  and  luncheon  plates  ,  fruit  and  soup  bowls  ,  and  more  -RRB-  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_37	0.001	0.5	0.001	0.001	pos	Finally  ,  heavy-duty  ,  professional  grade  caster  wheels  support  the  whole  thing  . 	0.2723261861203058	0.7276738138796942
4_kitchen_pos_38	0.001	0.001	0.001	0.001	pos	The  two  in  the  front  are  locking  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_39	0.001	0.6	0.001	0.25	pos	To  prevent  stubbed  toes  ,  the  wheels  can  easily  be  rotated  and  tucked  under  the  unit  . 	0.2352707995095633	0.7647292004904367
4_kitchen_pos_40	0.001	0.2	0.25	0.625	pos	The  easy  to  follow  directions  for  assembly 	0.43778837713707486	0.5622116228629251
4_kitchen_pos_41	0.001	0.001	0.001	0.001	pos	-LRB- 	0.508080974588505	0.491919025411495
4_kitchen_pos_42	0.001	0.001	0.001	0.001	pos	which  are  diagrammed  and  in  English  -RRB- 	0.508080974588505	0.491919025411495
4_kitchen_pos_43	0.001	0.001	0.001	0.001	pos	call 	0.508080974588505	0.491919025411495
4_kitchen_pos_44	0.001	0.001	0.001	0.001	pos	only  for  a  Philips  screwdriver  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_45	0.001	0.001	0.5416666666666666	0.25	pos	A  hex  wrench  is  included  for  the  18  hex  bolts  . 	0.5657920119634801	0.43420798803652
4_kitchen_pos_46	0.001	0.2	0.125	0.25	pos	I  used  an  electric  screwdriver  for  both  the  Philips  screws 	0.42227489367754656	0.5777251063224534
4_kitchen_pos_47	0.001	0.001	0.001	0.001	pos	-LRB-  14  in  all  -RRB- 	0.508080974588505	0.491919025411495
4_kitchen_pos_48	0.001	0.001	0.4375	0.25	pos	and  the  hex  bolts 	0.5551199427159852	0.44488005728401486
4_kitchen_pos_49	0.001	0.001	0.001	0.001	pos	-LRB- 	0.508080974588505	0.491919025411495
4_kitchen_pos_50	0.001	0.001	0.001	0.001	pos	after  I  found 	0.508080974588505	0.491919025411495
4_kitchen_pos_51	0.001	0.001	0.75	0.25	pos	the  right  sized  hex  tip  for  my  screwdriver  -RRB-  . 	0.5869448333235102	0.4130551666764898
4_kitchen_pos_52	0.001	0.8	0.25	0.5	pos	I  can  happily  report 	0.18624911849928816	0.8137508815007118
4_kitchen_pos_53	0.001	0.5	0.001	0.5	pos	that  all  pieces  fit  together  easily 	0.275318963933476	0.724681036066524
4_kitchen_pos_54	0.5	0.001	0.25	0.375	pos	-LRB-  no  struggling  to  match  up  this  piece  with  that  piece  -RRB- 	0.7407659064474348	0.2592340935525652
4_kitchen_pos_55	0.001	0.001	0.001	0.001	pos	and  all  holes  are  pre-drilled  . 	0.508080974588505	0.491919025411495
4_kitchen_pos_56	0.001	0.001	0.25	0.25	pos	The  drawer  requires  assembly  also  . 	0.535788041211891	0.46421195878810895
4_kitchen_pos_57	0.001	0.001	0.25	0.125	pos	The  runners  for  the  drawer  are  already  attached  ! 	0.5348501711202991	0.46514982887970097
4_kitchen_pos_58	0.001	0.001	0.001	0.375	pos	You  must  put  together  the  front  ,  sides  and  back  of  the  drawer  with  screws 	0.5109001312166133	0.4890998687833867
